STATE,LGA,SEN_DIST,FED_CONST,IS_SPLIT,LGA_CLEAN,LGA_MERGE
Ogun,Imeko-Afon,Ogun West,Egbado North/Imeko-Afon,False,Imeko-Afon,Imeko-Afon
Ogun,Egbado South,Ogun West,Egbado South/Ipokia,False,Egbado South,Egbado South
Ogun,Ipokia,Ogun West,Egbado South/Ipokia,False,Ipokia,Ipokia
Ondo,Akure North,Ondo Central,Akure North/Akure South,False,Akure North,Akure North
Ondo,Akure South,Ondo Central,Akure North/Akure South,False,Akure South,Akure South
Ondo,Idanre,Ondo Central,Idanre/Ifedore,False,Idanre,Idanre
Ondo,Ifedore,Ondo Central,Idanre/Ifedore,False,Ifedore,Ifedore
Ondo,Ondo East,Ondo Central,Ondo East/Ondo West,False,Ondo East,Ondo East
Ondo,Ondo West,Ondo Central,Ondo East/Ondo West,False,Ondo West,Ondo West
Ondo,Akoko North East,Ondo North,Akoko North East/Akoko North West,False,Akoko North East,Akoko North East
Ondo,Akoko North West,Ondo North,Akoko North East/Akoko North West,False,Akoko North West,Akoko North West
Ondo,Akoko South East,Ondo North,Akoko South East/Akoko South West,False,Akoko South East,Akoko South East
Ondo,Akoko South West,Ondo North,Akoko South East/Akoko South West,False,Akoko South West,Akoko South West
Ondo,Owo,Ondo North,Owo/Ose,False,Owo,Owo
Ondo,Ose,Ondo North,Owo/Ose,False,Ose,Ose
Ondo,Eseodo,Ondo South,Eseodo/Ilaje,False,Eseodo,Eseodo
Ondo,Ilaje,Ondo South,Eseodo/Ilaje,False,Ilaje,Ilaje
Ondo,Ileoluji,Ondo South,Ileoluji/Okeigbo/Odigbo,False,Ileoluji,Ileoluji
Ondo,Okeigbo,Ondo South,Ileoluji/Okeigbo/Odigbo,False,Okeigbo,Okeigbo
Ondo,Odigbo,Ondo South,Ileoluji/Okeigbo/Odigbo,False,Odigbo,Odigbo
Ondo,Okitipupa,Ondo South,Okitipupa/Irele,False,Okitipupa,Okitipupa
Ondo,Irele,Ondo South,Okitipupa/Irele,False,Irele,Irele
Osun,Boluwaduro,Osun Central,Boluwaduro/Ifedayo/Ila,False,Boluwaduro,Boluwaduro
Osun,Ifedayo,Osun Central,Boluwaduro/Ifedayo/Ila,False,Ifedayo,Ifedayo
Osun,Ila,Osun Central,Boluwaduro/Ifedayo/Ila,False,Ila,Ila
Osun,Irepodun,Osun Central,Irepodun/Olorunda/Osogbo/Orolu,False,Irepodun,Irepodun
Osun,Olorunda,Osun Central,Irepodun/Olorunda/Osogbo/Orolu,False,Olorunda,Olorunda
Osun,Osogbo,Osun Central,Irepodun/Olorunda/Osogbo/Orolu,False,Osogbo,Osogbo
Osun,Orolu,Osun Central,Irepodun/Olorunda/Osogbo/Orolu,False,Orolu,Orolu
Osun,Odo-Otin,Osun Central,Odo-Otin/Ifelodun/Boripe,False,Odo-Otin,Odo-Otin
Osun,Ifelodun,Osun Central,Odo-Otin/Ifelodun/Boripe,False,Ifelodun,Ifelodun
Osun,Boripe,Osun Central,Odo-Otin/Ifelodun/Boripe,False,Boripe,Boripe
Osun,Atakunmosa East,Osun East,Atakunmosa East/Atakunmosa West/Ilesha East/Ilesha West,False,Atakunmosa East,Atakunmosa East
Osun,Atakunmosa West,Osun East,Atakunmosa East/Atakunmosa West/Ilesha East/Ilesha West,False,Atakunmosa West,Atakunmosa West
Osun,Ilesha East,Osun East,Atakunmosa East/Atakunmosa West/Ilesha East/Ilesha West,False,Ilesha East,Ilesha East
Osun,Ilesha West,Osun East,Atakunmosa East/Atakunmosa West/Ilesha East/Ilesha West,False,Ilesha West,Ilesha West
Osun,Ife Central,Osun East,Ife Central/Ife North/Ife South/Ife East,False,Ife Central,Ife Central
Osun,Ife North,Osun East,Ife Central/Ife North/Ife South/Ife East,False,Ife North,Ife North
Osun,Ife South,Osun East,Ife Central/Ife North/Ife South/Ife East,False,Ife South,Ife South
Osun,Ife East,Osun East,Ife Central/Ife North/Ife South/Ife East,False,Ife East,Ife East
Osun,Obokun,Osun East,Obokun/Oriade,False,Obokun,Obokun
Osun,Oriade,Osun East,Obokun/Oriade,False,Oriade,Oriade
Osun,Ayedaade,Osun West,Ayedaade/Irewole/Isokan,False,Ayedaade,Ayedaade
Osun,Irewole,Osun West,Ayedaade/Irewole/Isokan,False,Irewole,Irewole
Osun,Isokan,Osun West,Ayedaade/Irewole/Isokan,False,Isokan,Isokan
Osun,Ayedire,Osun West,Ayedire/Iwo/Ola-Oluwa,False,Ayedire,Ayedire
Osun,Iwo,Osun West,Ayedire/Iwo/Ola-Oluwa,False,Iwo,Iwo
Osun,Ola-Oluwa,Osun West,Ayedire/Iwo/Ola-Oluwa,False,Ola-Oluwa,Ola-Oluwa
Osun,Ede North,Osun West,Ede North/Ede South/Egbedore/Ejigbo,False,Ede North,Ede North
Osun,Ede South,Osun West,Ede North/Ede South/Egbedore/Ejigbo,False,Ede South,Ede South
Osun,Egbedore,Osun West,Ede North/Ede South/Egbedore/Ejigbo,False,Egbedore,Egbedore
Osun,Ejigbo,Osun West,Ede North/Ede South/Egbedore/Ejigbo,False,Ejigbo,Ejigbo
Oyo,Afijio,Oyo Central,Afijio/Atiba/Oyo East/Oyo West,False,Afijio,Afijio
Oyo,Atiba,Oyo Central,Afijio/Atiba/Oyo East/Oyo West,False,Atiba,Atiba
Oyo,Oyo East,Oyo Central,Afijio/Atiba/Oyo East/Oyo West,False,Oyo East,Oyo East
Oyo,Oyo West,Oyo Central,Afijio/Atiba/Oyo East/Oyo West,False,Oyo West,Oyo West
Oyo,Akinyele,Oyo Central,Akinyele/Lagelu,False,Akinyele,Akinyele
Oyo,Lagelu,Oyo Central,Akinyele/Lagelu,False,Lagelu,Lagelu
Oyo,Egbeda,Oyo Central,Egbeda/Ona-Ara,False,Egbeda,Egbeda
Oyo,Ona-Ara,Oyo Central,Egbeda/Ona-Ara,False,Ona-Ara,Ona-Ara
Oyo,Ogo-Oluwa,Oyo Central,Ogo-Oluwa/Surulere,False,Ogo-Oluwa,Ogo-Oluwa
Oyo,Surulere,Oyo Central,Ogo-Oluwa/Surulere,False,Surulere,Surulere
Oyo,Oluyole,Oyo Central,Oluyole,False,Oluyole,Oluyole
Oyo,Atisbo,Oyo North,Atisbo/Saki East/Saki West,False,Atisbo,Atisbo
Oyo,Saki East,Oyo North,Atisbo/Saki East/Saki West,False,Saki East,Saki East
Oyo,Saki West,Oyo North,Atisbo/Saki East/Saki West,False,Saki West,Saki West
Oyo,Irepo,Oyo North,Irepo/Olurunsogo/Orelope,False,Irepo,Irepo
Oyo,Olurunsogo,Oyo North,Irepo/Olurunsogo/Orelope,False,Olurunsogo,Olurunsogo
Oyo,Orelope,Oyo North,Irepo/Olurunsogo/Orelope,False,Orelope,Orelope
Oyo,Iseyin,Oyo North,Iseyin/Kajola/Iwajowa/Itesiwaju,False,Iseyin,Iseyin
Oyo,Kajola,Oyo North,Iseyin/Kajola/Iwajowa/Itesiwaju,False,Kajola,Kajola
Oyo,Iwajowa,Oyo North,Iseyin/Kajola/Iwajowa/Itesiwaju,False,Iwajowa,Iwajowa
Oyo,Itesiwaju,Oyo North,Iseyin/Kajola/Iwajowa/Itesiwaju,False,Itesiwaju,Itesiwaju
Oyo,Ogbomoso North,Oyo North,Ogbomoso North/Ogbomoso South/Orire,False,Ogbomoso North,Ogbomoso North
Oyo,Ogbomoso South,Oyo North,Ogbomoso North/Ogbomoso South/Orire,False,Ogbomoso South,Ogbomoso South
Oyo,Orire,Oyo North,Ogbomoso North/Ogbomoso South/Orire,False,Orire,Orire
Oyo,Ibadan North,Oyo South,Ibadan North,False,Ibadan North,Ibadan North
Oyo,Ibadan North East,Oyo South,Ibadan North East/Ibadan South East,False,Ibadan North East,Ibadan North East
Oyo,Ibadan South East,Oyo South,Ibadan North East/Ibadan South East,False,Ibadan South East,Ibadan South East
Oyo,Ibadan North West,Oyo South,Ibadan North West/Ibadan South West,False,Ibadan North West,Ibadan North West
Oyo,Ibadan South West,Oyo South,Ibadan North West/Ibadan South West,False,Ibadan South West,Ibadan South West
Oyo,Ibarapa Central,Oyo South,Ibarapa Central/Ibarapa North,False,Ibarapa Central,Ibarapa Central
Oyo,Ibarapa North,Oyo South,Ibarapa Central/Ibarapa North,False,Ibarapa North,Ibarapa North
Oyo,Ibarapa East,Oyo South,Ibarapa East/Ido,False,Ibarapa East,Ibarapa East
Oyo,Ido,Oyo South,Ibarapa East/Ido,False,Ido,Ido
Plateau,Bokkos,Plateau Central,Bokkos/Mangu,False,Bokkos,Bokkos
Plateau,Mangu,Plateau Central,Bokkos/Mangu,False,Mangu,Mangu
Plateau,Kanke,Plateau Central,Kanke/Pankshin/Kanam,False,Kanke,Kanke
Plateau,Pankshin,Plateau Central,Kanke/Pankshin/Kanam,False,Pankshin,Pankshin
Plateau,Kanam,Plateau Central,Kanke/Pankshin/Kanam,False,Kanam,Kanam
Plateau,Barkin Ladi,Plateau North,Barkin Ladi/Riyom,False,Barkin Ladi,Barkin Ladi
Plateau,Riyom,Plateau North,Barkin Ladi/Riyom,False,Riyom,Riyom
Plateau,Jos North,Plateau North,Jos North/Bassa,False,Jos North,Jos North
Plateau,Bassa,Plateau North,Jos North/Bassa,False,Bassa,Bassa
Plateau,Jos South,Plateau North,Jos South/Jos East,False,Jos South,Jos South
Plateau,Jos East,Plateau North,Jos South/Jos East,False,Jos East,Jos East
Plateau,Langtang North,Plateau South,Langtang North/Langtang South,False,Langtang North,Langtang North
Plateau,Langtang South,Plateau South,Langtang North/Langtang South,False,Langtang South,Langtang South
Plateau,Mikang,Plateau South,Mikang/Qua’an/Pan/Shedam,False,Mikang,Mikang
Plateau,Qua’an,Plateau South,Mikang/Qua’an/Pan/Shedam,False,Qua’an,Qua’an
Plateau,Pan,Plateau South,Mikang/Qua’an/Pan/Shedam,False,Pan,Pan
Plateau,Shedam,Plateau South,Mikang/Qua’an/Pan/Shedam,False,Shedam,Shedam
Plateau,Wase,Plateau South,Wase,False,Wase,Wase
Rivers,Etche,Rivers East,Etche/Omuma,False,Etche,Etche
Rivers,Omuma,Rivers East,Etche/Omuma,False,Omuma,Omuma
Rivers,Ikwerre,Rivers East,Ikwerre/Emohua,False,Ikwerre,Ikwerre
Rivers,Emohua,Rivers East,Ikwerre/Emohua,False,Emohua,Emohua
Rivers,Obio,Rivers East,Obio/Akpor,False,Obio,Obio
Rivers,Akpor,Rivers East,Obio/Akpor,False,Akpor,Akpor
Rivers,Okrika,Rivers East,Okrika/Ogu/Bolo,False,Okrika,Okrika
Rivers,Ogu,Rivers East,Okrika/Ogu/Bolo,False,Ogu,Ogu
Rivers,Bolo,Rivers East,Okrika/Ogu/Bolo,False,Bolo,Bolo
Rivers,Port Harcourt I,Rivers East,Port Harcourt I,True,Port Harcourt,Port Harcourt
Rivers,Port Harcourt II,Rivers East,Port Harcourt II,True,Port Harcourt,Port Harcourt
Rivers,Andoni,Rivers South East,Andoni/Opobo/Nkoro,False,Andoni,Andoni
Rivers,Opobo,Rivers South East,Andoni/Opobo/Nkoro,False,Opobo,Opobo
Rivers,Nkoro,Rivers South East,Andoni/Opobo/Nkoro,False,Nkoro,Nkoro
Rivers,Eleme,Rivers South East,Eleme/Oyigbo/Tai,False,Eleme,Eleme
Rivers,Oyigbo,Rivers South East,Eleme/Oyigbo/Tai,False,Oyigbo,Oyigbo
Rivers,Tai,Rivers South East,Eleme/Oyigbo/Tai,False,Tai,Tai
Rivers,Khana,Rivers South East,Khana/Gokana,False,Khana,Khana
Rivers,Gokana,Rivers South East,Khana/Gokana,False,Gokana,Gokana
Rivers,Abua,Rivers West,Abua/Odua/Ahoada East,False,Abua,Abua
Rivers,Odua,Rivers West,Abua/Odua/Ahoada East,False,Odua,Odua
Rivers,Ahoada East,Rivers West,Abua/Odua/Ahoada East,False,Ahoada East,Ahoada East
Rivers,Ahoada West,Rivers West,Ahoada West/Ogba/Egbema/Ndoni,False,Ahoada West,Ahoada West
Rivers,Ogba,Rivers West,Ahoada West/Ogba/Egbema/Ndoni,False,Ogba,Ogba
Rivers,Egbema,Rivers West,Ahoada West/Ogba/Egbema/Ndoni,False,Egbema,Egbema
Rivers,Ndoni,Rivers West,Ahoada West/Ogba/Egbema/Ndoni,False,Ndoni,Ndoni
Rivers,Akuku Toru,Rivers West,Akuku Toru/Asari Toru,False,Akuku Toru,Akuku Toru
Rivers,Asari Toru,Rivers West,Akuku Toru/Asari Toru,False,Asari Toru,Asari Toru
Rivers,Degema,Rivers West,Degema/Bonny,False,Degema,Degema
Rivers,Bonny,Rivers West,Degema/Bonny,False,Bonny,Bonny
Sokoto,Goronyo,Sokoto East,Goronyo/Gada,False,Goronyo,Goronyo
Sokoto,Gada,Sokoto East,Goronyo/Gada,False,Gada,Gada
Sokoto,Illela,Sokoto East,Illela/Gwadabawa,False,Illela,Illela
Sokoto,Gwadabawa,Sokoto East,Illela/Gwadabawa,False,Gwadabawa,Gwadabawa
Sokoto,Isa,Sokoto East,Isa/Sabon Birni,False,Isa,Isa
Sokoto,Sabon Birni,Sokoto East,Isa/Sabon Birni,False,Sabon Birni,Sabon Birni
Sokoto,Wurno,Sokoto East,Wurno/Rabah,False,Wurno,Wurno
Sokoto,Rabah,Sokoto East,Wurno/Rabah,False,Rabah,Rabah
Sokoto,Binji,Sokoto North,Binji/Silame,False,Binji,Binji
Sokoto,Silame,Sokoto North,Binji/Silame,False,Silame,Silame
Sokoto,Kware,Sokoto North,Kware/Wamakko,False,Kware,Kware
Sokoto,Wamakko,Sokoto North,Kware/Wamakko,False,Wamakko,Wamakko
Sokoto,Sokoto North,Sokoto North,Sokoto North/Sokoto South,False,Sokoto North,Sokoto North
Sokoto,Sokoto South,Sokoto North,Sokoto North/Sokoto South,False,Sokoto South,Sokoto South
Sokoto,Tangaza,Sokoto North,Tangaza/Gudu,False,Tangaza,Tangaza
Sokoto,Gudu,Sokoto North,Tangaza/Gudu,False,Gudu,Gudu
Sokoto,Dange-Shuni,Sokoto South,Dange-Shuni/Bodinga/Tureta,False,Dange-Shuni,Dange-Shuni
Sokoto,Bodinga,Sokoto South,Dange-Shuni/Bodinga/Tureta,False,Bodinga,Bodinga
Sokoto,Tureta,Sokoto South,Dange-Shuni/Bodinga/Tureta,False,Tureta,Tureta
Sokoto,Kebbe,Sokoto South,Kebbe/Tambuwal,False,Kebbe,Kebbe
Sokoto,Tambuwal,Sokoto South,Kebbe/Tambuwal,False,Tambuwal,Tambuwal
Sokoto,Yabo,Sokoto South,Yabo/Shagari,False,Yabo,Yabo
Sokoto,Shagari,Sokoto South,Yabo/Shagari,False,Shagari,Shagari
Taraba,Bali,Taraba Central,Bali/Gassol,False,Bali,Bali
Taraba,Gassol,Taraba Central,Bali/Gassol,False,Gassol,Gassol
Taraba,Sardauna,Taraba Central,Sardauna/Gashaka/Kurmi,False,Sardauna,Sardauna
Taraba,Gashaka,Taraba Central,Sardauna/Gashaka/Kurmi,False,Gashaka,Gashaka
Taraba,Kurmi,Taraba Central,Sardauna/Gashaka/Kurmi,False,Kurmi,Kurmi
Taraba,Jalingo,Taraba North,Jalingo/Yorro/Zing,False,Jalingo,Jalingo
Taraba,Yorro,Taraba North,Jalingo/Yorro/Zing,False,Yorro,Yorro
Taraba,Zing,Taraba North,Jalingo/Yorro/Zing,False,Zing,Zing
Taraba,Karim Lamido,Taraba North,Karim Lamido/Lau/Ardo-Kola,False,Karim Lamido,Karim Lamido
Taraba,Lau,Taraba North,Karim Lamido/Lau/Ardo-Kola,False,Lau,Lau
Taraba,Ardo-Kola,Taraba North,Karim Lamido/Lau/Ardo-Kola,False,Ardo-Kola,Ardo-Kola
Taraba,Takuma,Taraba South,Takuma/Donga/Ussa,False,Takuma,Takuma
Taraba,Donga,Taraba South,Takuma/Donga/Ussa,False,Donga,Donga
Taraba,Ussa,Taraba South,Takuma/Donga/Ussa,False,Ussa,Ussa
Taraba,Wukari,Taraba South,Wukari/Ibi,False,Wukari,Wukari
Taraba,Ibi,Taraba South,Wukari/Ibi,False,Ibi,Ibi
Yobe,Bursari,Yobe East,Bursari/Geidam/Yunusari,False,Bursari,Bursari
Yobe,Geidam,Yobe East,Bursari/Geidam/Yunusari,False,Geidam,Geidam
Yobe,Yunusari,Yobe East,Bursari/Geidam/Yunusari,False,Yunusari,Yunusari
Yobe,Damaturu,Yobe East,Damaturu/Gujba/Gulani/Tarmuwa,False,Damaturu,Damaturu
Yobe,Gujba,Yobe East,Damaturu/Gujba/Gulani/Tarmuwa,False,Gujba,Gujba
Yobe,Gulani,Yobe East,Damaturu/Gujba/Gulani/Tarmuwa,False,Gulani,Gulani
Yobe,Tarmuwa,Yobe East,Damaturu/Gujba/Gulani/Tarmuwa,False,Tarmuwa,Tarmuwa
Yobe,Bade,Yobe North,Bade/Jakusko,False,Bade,Bade
Yobe,Jakusko,Yobe North,Bade/Jakusko,False,Jakusko,Jakusko
Yobe,Machina,Yobe North,Machina/Nguru/Yusufari/Karasuwa,False,Machina,Machina
Yobe,Nguru,Yobe North,Machina/Nguru/Yusufari/Karasuwa,False,Nguru,Nguru
Yobe,Yusufari,Yobe North,Machina/Nguru/Yusufari/Karasuwa,False,Yusufari,Yusufari
Yobe,Karasuwa,Yobe North,Machina/Nguru/Yusufari/Karasuwa,False,Karasuwa,Karasuwa
Yobe,Fika,Yobe South,Fika/Fune,False,Fika,Fika
Yobe,Fune,Yobe South,Fika/Fune,False,Fune,Fune
Yobe,Nangere,Yobe South,Nangere/Potiskum,False,Nangere,Nangere
Yobe,Potiskum,Yobe South,Nangere/Potiskum,False,Potiskum,Potiskum
Zamfara,Bungudu,Zamfara Central,Bungudu/Maru,False,Bungudu,Bungudu
Zamfara,Maru,Zamfara Central,Bungudu/Maru,False,Maru,Maru
Zamfara,Gusau,Zamfara Central,Gusau/Tsafe,False,Gusau,Gusau
Zamfara,Tsafe,Zamfara Central,Gusau/Tsafe,False,Tsafe,Tsafe
Zamfara,Kaura Namoda,Zamfara North,Kaura Namoda/Birnin Magaji,False,Kaura Namoda,Kaura Namoda
Zamfara,Birnin Magaji,Zamfara North,Kaura Namoda/Birnin Magaji,False,Birnin Magaji,Birnin Magaji
Zamfara,Shinkafi,Zamfara North,Shinkafi/Zurmi,False,Shinkafi,Shinkafi
Zamfara,Zurmi,Zamfara North,Shinkafi/Zurmi,False,Zurmi,Zurmi
Zamfara,Anka,Zamfara West,Anka/Talata/Mafara,False,Anka,Anka
Zamfara,Talata,Zamfara West,Anka/Talata/Mafara,False,Talata,Talata
Zamfara,Mafara,Zamfara West,Anka/Talata/Mafara,False,Mafara,Mafara
Zamfara,Bakura,Zamfara West,Bakura/Maradun,False,Bakura,Bakura
Zamfara,Maradun,Zamfara West,Bakura/Maradun,False,Maradun,Maradun
Zamfara,Gunmi,Zamfara West,Gunmi/Bukkuyum,False,Gunmi,Gunmi
Zamfara,Bukkuyum,Zamfara West,Gunmi/Bukkuyum,False,Bukkuyum,Bukkuyum
Bayelsa,Brass,Bayelsa East,Brass/Nembe,False,Brass,Brass
Bayelsa,Nembe,Bayelsa East,Brass/Nembe,False,Nembe,Nembe
Bayelsa,Ogbia,Bayelsa East,Ogbia,False,Ogbia,Ogbia
Bayelsa,Sagbama,Bayelsa West,Sagbama/Ekeremor,False,Sagbama,Sagbama
Bayelsa,Ekeremor,Bayelsa West,Sagbama/Ekeremor,False,Ekeremor,Ekeremor
Bayelsa,Southern Ijaw,Bayelsa Central,Southern Ijaw,False,Southern Ijaw,Southern Ijaw
Bayelsa,Yenagoa,Bayelsa Central,Yenagoa/Kolokuna/Opokuma,False,Yenagoa,Yenagoa
Bayelsa,Kolokuna,Bayelsa Central,Yenagoa/Kolokuna/Opokuma,False,Kolokuna,Kolokuna
Bayelsa,Opokuma,Bayelsa Central,Yenagoa/Kolokuna/Opokuma,False,Opokuma,Opokuma
Delta,Aniocha North,Delta North,Aniocha North/Aniocha South/Oshimili North/Oshimili South,False,Aniocha North,Aniocha North
Delta,Aniocha South,Delta North,Aniocha North/Aniocha South/Oshimili North/Oshimili South,False,Aniocha South,Aniocha South
Delta,Oshimili North,Delta North,Aniocha North/Aniocha South/Oshimili North/Oshimili South,False,Oshimili North,Oshimili North
Delta,Oshimili South,Delta North,Aniocha North/Aniocha South/Oshimili North/Oshimili South,False,Oshimili South,Oshimili South
Delta,Bomadi,Delta South,Bomadi/Patani,False,Bomadi,Bomadi
Delta,Patani,Delta South,Bomadi/Patani,False,Patani,Patani
Delta,Burutu,Delta South,Burutu,False,Burutu,Burutu
Delta,Ethiope East,Delta Central,Ethiope East/Ethiope West,False,Ethiope East,Ethiope East
Delta,Ethiope West,Delta Central,Ethiope East/Ethiope West,False,Ethiope West,Ethiope West
Delta,Ika North East,Delta North,Ika North East/Ika South,False,Ika North East,Ika North East
Delta,Ika South,Delta North,Ika North East/Ika South,False,Ika South,Ika South
Delta,Isoko North,Delta South,Isoko North/Isoko South,False,Isoko North,Isoko North
Delta,Isoko South,Delta South,Isoko North/Isoko South,False,Isoko South,Isoko South
Delta,Nkokwa East,Delta North,Nkokwa East/Ndokwa West/Ukwuani,False,Nkokwa East,Nkokwa East
Delta,Ndokwa West,Delta North,Nkokwa East/Ndokwa West/Ukwuani,False,Ndokwa West,Ndokwa West
Delta,Ukwuani,Delta North,Nkokwa East/Ndokwa West/Ukwuani,False,Ukwuani,Ukwuani
Delta,Okpe,Delta Central,Okpe/Sapele/Uvwie,False,Okpe,Okpe
Delta,Sapele,Delta Central,Okpe/Sapele/Uvwie,False,Sapele,Sapele
Delta,Uvwie,Delta Central,Okpe/Sapele/Uvwie,False,Uvwie,Uvwie
Delta,Ughelli North,Delta Central,Ughelli North/Ughelli South/Udu,False,Ughelli North,Ughelli North
Delta,Ughelli South,Delta Central,Ughelli North/Ughelli South/Udu,False,Ughelli South,Ughelli South
Delta,Udu,Delta Central,Ughelli North/Ughelli South/Udu,False,Udu,Udu
Delta,Warri North,Delta South,Warri North/Warri South/Warri South West,False,Warri North,Warri North
Delta,Warri South,Delta South,Warri North/Warri South/Warri South West,False,Warri South,Warri South
Delta,Warri South West,Delta South,Warri North/Warri South/Warri South West,False,Warri South West,Warri South West
Edo,Akoko-Edo,Edo North,Akoko-Edo,False,Akoko-Edo,Akoko-Edo
Edo,Egor,Edo South,Egor/Ikpoba-Okha,False,Egor,Egor
Edo,Ikpoba-Okha,Edo South,Egor/Ikpoba-Okha,False,Ikpoba-Okha,Ikpoba-Okha
Edo,Esan Central,Edo Central,Esan Central/Esan South/Igueben,False,Esan Central,Esan Central
Edo,Esan South,Edo Central,Esan Central/Esan South/Igueben,False,Esan South,Esan South
Edo,Igueben,Edo Central,Esan Central/Esan South/Igueben,False,Igueben,Igueben
Edo,Esan North East,Edo Central,Esan North East/Esan South East,False,Esan North East,Esan North East
Edo,Esan South East,Edo Central,Esan North East/Esan South East,False,Esan South East,Esan South East
Edo,Etsako East,Edo North,Etsako East/Etsako West/Etsako Central,False,Etsako East,Etsako East
Edo,Etsako West,Edo North,Etsako East/Etsako West/Etsako Central,False,Etsako West,Etsako West
Edo,Etsako Central,Edo North,Etsako East/Etsako West/Etsako Central,False,Etsako Central,Etsako Central
Edo,Oredo,Edo South,Oredo,False,Oredo,Oredo
Edo,Orhionmwon,Edo South,Orhionmwon/Uhunmwonde,False,Orhionmwon,Orhionmwon
Edo,Uhunmwonde,Edo South,Orhionmwon/Uhunmwonde,False,Uhunmwonde,Uhunmwonde
Edo,Ovia North East,Edo South,Ovia North East/Ovia South West,False,Ovia North East,Ovia North East
Edo,Ovia South West,Edo South,Ovia North East/Ovia South West,False,Ovia South West,Ovia South West
Edo,Owan East,Edo North,Owan East/Owan West,False,Owan East,Owan East
Edo,Owan West,Edo North,Owan East/Owan West,False,Owan West,Owan West
